code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,at_risk,total_clicks_30d,active_days_30d,unique_sites_30d,avg_clicks_per_active_day,assessment_count_30d,avg_score_30d
AAA,2013J,2639449,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Pass,0,171.0,11.0,18.0,15.545454545454545,1.0,67.0
AAA,2013J,2639540,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,0,271.0,16.0,27.0,16.9375,1.0,76.0
AAA,2013J,2639641,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,0,392.0,21.0,22.0,18.666666666666668,1.0,66.0
AAA,2013J,2641155,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0,1079.0,31.0,29.0,34.806451612903224,1.0,78.0
AAA,2013J,2643002,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,0,495.0,18.0,30.0,27.5,1.0,49.0
AAA,2013J,2645733,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,0,282.0,19.0,19.0,14.842105263157896,1.0,87.0
AAA,2013J,2649826,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,0,566.0,20.0,35.0,28.3,1.0,75.0
AAA,2013J,2650282,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,0,218.0,13.0,27.0,16.76923076923077,1.0,83.0
AAA,2013J,2664024,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,0,130.0,9.0,18.0,14.444444444444445,1.0,48.0
AAA,2013J,2666246,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,0,150.0,7.0,20.0,21.428571428571427,1.0,76.0
AAA,2013J,2669816,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,1,59.0,3.0,13.0,19.666666666666668,1.0,67.0
AAA,2013J,2671132,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass,0,601.0,16.0,28.0,37.5625,1.0,59.0
AAA,2013J,2676809,F,North Region,HE Qualification,Oct-20,0-35,0,150,N,Fail,1,102.0,5.0,12.0,20.4,1.0,46.0
AAA,2013J,2678643,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,0,422.0,18.0,30.0,23.444444444444443,1.0,83.0
AAA,2013J,2685865,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0,501.0,30.0,22.0,16.7,1.0,74.0
AAA,2013J,2688067,M,East Anglian Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Pass,0,42.0,4.0,9.0,10.5,1.0,70.0
AAA,2013J,2689958,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,0,682.0,30.0,34.0,22.733333333333334,1.0,86.0
AAA,2013J,2691206,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,0,319.0,23.0,21.0,13.869565217391305,1.0,86.0
AAA,2013J,2691244,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,0,74.0,7.0,15.0,10.571428571428571,0.0,0.0
AAA,2013J,2694424,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,0,698.0,18.0,22.0,38.77777777777778,1.0,89.0
AAA,2013J,2698257,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,0,267.0,14.0,23.0,19.071428571428573,1.0,58.0
